id_transaccion,fecha,producto,categoria,cantidad,precio,total,segmento_cliente,estado
11635,4/6/2025,SSD,Almacenamiento,2,825.4659318,1650.93,Empresa,Completada
11636,6/4/2025,Auriculares,Audio,1,385.0804233,385.08,PYME,Completada
11637,8/20/2025,Laptop,Computo,2,896.2702882,1792.54,Empresa,Completada
11638,8/10/2025,Auriculares,Audio,3,695.505513,2086.52,Individual,Completada
11639,6/3/2025,Mouse,Accesorios,3,1297.038379,3891.12,Individual,Completada
11640,6/19/2025,Auriculares,Audio,2,616.0989542,1232.2,PYME,Completada
11641,12/8/2025,Laptop,Computo,2,1238.146037,2476.29,PYME,Completada
11642,11/10/2025,Mouse,Accesorios,2,285.7799359,571.56,PYME,Completada
11643,6/8/2025,Dock USB,Accesorios,3,1428.258288,4284.77,Individual,Completada
11644,9/9/2025,Dock USB,Accesorios,2,1336.437754,2672.88,PYME,Completada
11645,4/17/2025,Laptop,Computo,1,52.66271438,52.66,Empresa,Completada
11646,2/7/2025,Teclado,Accesorios,3,880.2885086,2640.87,PYME,Completada
11647,5/8/2025,Monitor,Pantallas,2,375.9846251,751.97,Individual,Completada
11648,6/1/2025,Tablet,Computo,3,1023.969967,3071.91,Individual,Completada
11649,1/12/2025,Teclado,Accesorios,2,60.71840594,121.44,PYME,Completada
11650,10/13/2025,Webcam,Video,1,942.7162103,942.72,PYME,Cancelada
11651,5/1/2025,Auriculares,Audio,2,795.9779195,1591.96,Individual,Completada
11652,8/2/2025,Monitor,Pantallas,2,1245.72814,2491.46,PYME,Completada
11653,1/31/2025,Tablet,Computo,2,1015.590717,2031.18,Individual,Completada
11654,3/14/2025,Dock USB,Accesorios,3,388.2885296,1164.87,,Completada
11655,12/18/2025,SSD,Almacenamiento,3,367.5307623,1102.59,PYME,Completada
11656,8/9/2025,Auriculares,Audio,3,1043.256618,3129.77,Individual,Completada
11657,12/6/2025,Teclado,Accesorios,1,430.8769889,430.88,PYME,Completada
11658,12/2/2025,SSD,Almacenamiento,1,214.9241837,214.92,Individual,Completada
11659,5/16/2025,Dock USB,Accesorios,3,178.7117599,536.14,Empresa,Completada
11660,4/24/2025,Teclado,Accesorios,3,1277.189015,3831.57,Individual,Completada
11661,11/20/2025,Dock USB,Accesorios,3,568.7462446,1706.24,Individual,Completada
11662,11/29/2025,Tablet,Computo,3,930.3590181,2791.08,Individual,Completada
11663,8/14/2025,Laptop,Computo,2,165.1792222,330.36,Individual,Completada
11664,10/10/2025,Tablet,Computo,3,827.0218321,2481.07,Empresa,Completada
11665,10/19/2025,Teclado,Accesorios,1,581.6768399,581.68,PYME,Completada
11666,5/29/2025,Router,Red,2,227.856117,455.71,Individual,Completada
11667,8/14/2025,Auriculares,Audio,2,360.5725218,721.15,Individual,Completada
11668,11/19/2025,Monitor,Pantallas,3,641.385203,1924.16,Individual,Completada
11669,9/20/2025,SSD,Almacenamiento,1,1027.123824,1027.12,Empresa,Completada
11670,1/26/2025,Monitor,Pantallas,1,1125.437219,1125.44,Individual,Completada
11671,5/24/2025,Teclado,Accesorios,3,262.8717586,788.62,Empresa,Completada
11672,3/28/2025,SSD,Almacenamiento,3,375.551496,1126.65,Empresa,Completada
11673,3/21/2025,Tablet,Computo,1,1211.623829,1211.62,Individual,Completada
11674,12/24/2025,Auriculares,Audio,1,331.7537421,331.75,,Completada
11675,1/9/2025,Laptop,Computo,1,1185.124368,1185.12,,Completada
11676,3/20/2025,Dock USB,Accesorios,2,704.8693488,1409.74,PYME,Completada
11677,4/22/2025,SSD,Almacenamiento,3,938.9769481,2816.93,Individual,Completada
11678,8/10/2025,Tablet,Computo,3,72.0758519,216.23,PYME,Completada
11679,7/2/2025,Tablet,Computo,2,372.0506087,744.1,Individual,Completada
11680,3/29/2025,Auriculares,Audio,2,1488.657551,2977.32,Individual,Completada
11681,3/14/2025,Auriculares,Audio,3,340.2684923,1020.81,,Completada
11682,3/20/2025,Router,Red,3,800.9156548,2402.75,Individual,Completada
11683,7/14/2025,Monitor,Pantallas,1,996.5892279,996.59,Individual,Completada
11684,4/29/2025,Mouse,Accesorios,3,1178.335959,3535.01,PYME,Completada
11685,12/8/2025,Laptop,Computo,2,542.0537863,1084.11,Individual,Completada
11686,6/11/2025,SSD,Almacenamiento,1,825.5442069,825.54,Individual,Completada
11687,1/15/2025,Dock USB,Accesorios,2,676.391409,1352.78,PYME,Cancelada
11688,9/6/2025,Router,Red,3,547.8122874,1643.44,PYME,Completada
11689,5/25/2025,Mouse,Accesorios,1,511.2309282,511.23,Individual,Completada
11690,9/4/2025,Tablet,Computo,2,105.0238125,210.05,PYME,Completada
11691,4/5/2025,SSD,Almacenamiento,2,918.2163465,1836.43,Individual,Completada
11692,8/14/2025,Monitor,Pantallas,3,558.174558,1674.52,PYME,Completada
11693,10/10/2025,Teclado,Accesorios,3,167.4572394,502.37,PYME,Completada
11694,12/15/2025,Teclado,Accesorios,3,203.8237048,611.47,PYME,Cancelada
11695,4/23/2025,Tablet,Computo,2,1303.442805,2606.89,Empresa,Completada
11696,5/25/2025,Router,Red,1,1369.494795,1369.49,PYME,Cancelada
11697,6/18/2025,Auriculares,Audio,3,954.7996609,2864.4,PYME,Completada
11698,12/20/2025,SSD,Almacenamiento,3,695.4666841,2086.4,Individual,Completada
11699,12/11/2025,Auriculares,Audio,1,1195.080071,1195.08,Individual,Completada
11700,2/17/2025,Router,Red,3,857.4237234,2572.27,Individual,Completada
11701,3/18/2025,Tablet,Computo,1,183.0728283,183.07,Individual,Completada
11702,6/20/2025,Auriculares,Audio,2,1005.043452,2010.09,PYME,Completada
11703,2/25/2025,SSD,Almacenamiento,3,1011.285488,3033.86,Individual,Completada
11704,5/18/2025,Auriculares,Audio,2,731.0639211,1462.13,Individual,Completada
11705,3/19/2025,Laptop,Computo,1,137.2837159,137.28,PYME,Cancelada
11706,9/24/2025,Teclado,Accesorios,3,273.0463741,819.14,Individual,Completada
11707,12/20/2025,Monitor,Pantallas,3,559.5754165,1678.73,Individual,Completada
11708,12/14/2025,Auriculares,Audio,1,1073.383055,1073.38,,Completada
11709,5/12/2025,Monitor,Pantallas,2,838.1275179,1676.26,Individual,Completada
11710,8/5/2025,Dock USB,Accesorios,3,917.1310894,2751.39,Individual,Completada
11711,11/10/2025,Laptop,Computo,2,1218.575698,2437.15,Individual,Completada
11712,2/15/2025,Teclado,Accesorios,1,964.7629624,964.76,Empresa,Completada
11713,9/5/2025,Monitor,Pantallas,3,143.000589,429,Individual,Completada
11714,6/23/2025,Teclado,Accesorios,3,1001.795519,3005.39,PYME,Completada
11715,3/25/2025,Auriculares,Audio,1,932.7616087,932.76,Individual,Completada
11716,6/24/2025,Monitor,Pantallas,2,1388.253465,2776.51,Individual,Completada
11717,2/13/2025,SSD,Almacenamiento,1,1178.676398,1178.68,,Completada
11718,9/22/2025,Webcam,Video,3,1124.081802,3372.25,Individual,Completada
11719,4/12/2025,Teclado,Accesorios,1,1234.798921,1234.8,,Completada
11720,4/22/2025,Webcam,Video,1,397.4171832,397.42,Empresa,Completada
11721,2/24/2025,Tablet,Computo,2,1205.27068,2410.54,PYME,Completada
11722,11/12/2025,SSD,Almacenamiento,2,90.35861828,180.72,PYME,Completada
11723,6/5/2025,Auriculares,Audio,1,915.1422225,915.14,Individual,Completada
11724,8/11/2025,Mouse,Accesorios,1,1192.187327,1192.19,PYME,Completada
11725,7/1/2025,Dock USB,Accesorios,2,845.0217976,1690.04,Empresa,Completada
11726,6/22/2025,Auriculares,Audio,1,254.547759,254.55,Individual,Completada
11727,3/3/2025,Monitor,Pantallas,3,510.848873,1532.55,Empresa,Completada
11728,9/5/2025,Tablet,Computo,1,1079.456862,1079.46,PYME,Completada
11729,2/2/2025,Router,Red,1,676.2263086,676.23,Empresa,Completada
11730,2/28/2025,Teclado,Accesorios,2,166.8068138,333.61,Individual,Completada
11731,9/5/2025,Mouse,Accesorios,3,1106.119591,3318.36,Individual,Completada
11732,3/28/2025,SSD,Almacenamiento,1,697.9392739,697.94,Individual,Completada
11733,4/14/2025,Laptop,Computo,3,1002.339772,3007.02,Individual,Completada
11734,6/25/2025,Laptop,Computo,3,1063.537497,3190.61,Individual,Completada
11735,6/17/2025,Tablet,Computo,3,932.78665,2798.36,Empresa,Completada
11736,9/11/2025,Laptop,Computo,3,405.3580512,1216.07,Individual,Completada
11737,8/23/2025,Dock USB,Accesorios,3,809.4112838,2428.23,Individual,Completada
11738,9/20/2025,Auriculares,Audio,3,190.0507805,570.15,,Completada
11739,9/26/2025,Dock USB,Accesorios,2,266.9933962,533.99,PYME,Completada
11740,4/14/2025,Teclado,Accesorios,3,1441.252377,4323.76,PYME,Completada
11741,5/13/2025,Teclado,Accesorios,2,1040.83215,2081.66,Empresa,Completada
11742,6/12/2025,Laptop,Computo,1,1182.840239,1182.84,Empresa,Completada
11743,4/15/2025,Mouse,Accesorios,1,888.1744778,888.17,Individual,Completada
11744,12/24/2025,Laptop,Computo,3,671.8526484,2015.56,Individual,Completada
11745,10/25/2025,Mouse,Accesorios,3,1026.836329,3080.51,Empresa,Completada
11746,3/20/2025,SSD,Almacenamiento,3,1300.31959,3900.96,,Completada
11747,1/19/2025,Router,Red,3,466.4119771,1399.24,Empresa,Completada
11748,1/29/2025,Mouse,Accesorios,2,1134.329739,2268.66,Individual,Completada
11749,3/15/2025,Webcam,Video,1,373.8063519,373.81,Empresa,Completada
11750,2/3/2025,Tablet,Computo,2,764.1839723,1528.37,PYME,Completada
11751,7/28/2025,Router,Red,2,1291.332076,2582.66,Individual,Completada
11752,11/24/2025,Router,Red,1,851.0709965,851.07,PYME,Completada
11753,9/20/2025,Monitor,Pantallas,3,336.6642667,1009.99,Empresa,Completada
11754,3/10/2025,Dock USB,Accesorios,1,847.3837939,847.38,Individual,Completada
11755,6/20/2025,Laptop,Computo,1,982.771607,982.77,PYME,Completada
11756,7/25/2025,Dock USB,Accesorios,1,424.6231854,424.62,PYME,Completada
11757,10/13/2025,SSD,Almacenamiento,1,561.1572566,561.16,Individual,Completada
11758,11/14/2025,Dock USB,Accesorios,3,1342.750938,4028.25,Individual,Completada
11759,12/7/2025,Laptop,Computo,3,678.2900816,2034.87,PYME,Completada
11760,7/18/2025,Mouse,Accesorios,3,225.1953732,675.59,PYME,Completada
11761,9/13/2025,Monitor,Pantallas,3,541.8459529,1625.54,Empresa,Completada
11762,2/11/2025,Monitor,Pantallas,2,753.1689982,1506.34,Empresa,Completada
11763,7/7/2025,Teclado,Accesorios,2,667.775248,1335.55,PYME,Completada
11764,3/28/2025,Laptop,Computo,2,774.0059797,1548.01,Individual,Completada
11765,6/13/2025,Webcam,Video,3,797.3517054,2392.06,Individual,Completada
11766,9/5/2025,Router,Red,2,1424.511182,2849.02,,Completada
11767,4/24/2025,Dock USB,Accesorios,1,645.151889,645.15,Empresa,Completada
11768,1/11/2025,Router,Red,1,204.9994074,205,Individual,Completada
11769,1/22/2025,Auriculares,Audio,2,875.330064,1750.66,Individual,Completada
11770,1/22/2025,Router,Red,2,1367.6622,2735.32,PYME,Completada
11771,1/8/2025,Tablet,Computo,3,549.2614069,1647.78,Empresa,Completada
11772,2/28/2025,Teclado,Accesorios,2,1497.658219,2995.32,Individual,Completada
11773,3/8/2025,Monitor,Pantallas,2,211.1223934,422.24,PYME,Cancelada
11774,3/26/2025,Webcam,Video,2,1136.434683,2272.87,PYME,Completada
11775,12/22/2025,Dock USB,Accesorios,3,861.1768129,2583.53,Individual,Completada
11776,4/2/2025,Laptop,Computo,1,1208.03562,1208.04,PYME,Completada
11777,2/10/2025,Tablet,Computo,2,688.2534295,1376.51,Individual,Completada
11778,7/6/2025,Tablet,Computo,3,364.7003987,1094.1,Individual,Completada
11779,11/17/2025,Teclado,Accesorios,2,458.4523288,916.9,Individual,Completada
11780,9/24/2025,Router,Red,2,1417.680201,2835.36,Individual,Completada
11781,4/13/2025,Monitor,Pantallas,3,1369.613133,4108.84,,Completada
11782,7/4/2025,Dock USB,Accesorios,3,1212.893543,3638.68,Individual,Completada
11783,9/11/2025,Tablet,Computo,2,572.2618318,1144.52,Empresa,Completada
11784,9/8/2025,SSD,Almacenamiento,2,1382.091353,2764.18,PYME,Completada
11785,9/2/2025,Router,Red,3,961.1429585,2883.43,Individual,Completada
11786,11/15/2025,SSD,Almacenamiento,2,1179.970383,2359.94,Individual,Completada
11787,11/7/2025,Auriculares,Audio,1,818.9795664,818.98,Individual,Completada
11788,7/31/2025,SSD,Almacenamiento,1,153.7508724,153.75,PYME,Completada
11789,6/7/2025,SSD,Almacenamiento,2,1018.952409,2037.9,Empresa,Completada
11790,9/26/2025,Router,Red,3,336.551077,1009.65,Individual,Completada
11791,10/9/2025,Monitor,Pantallas,1,500.6449748,500.64,,Completada
11792,1/26/2025,SSD,Almacenamiento,1,183.9517034,183.95,Individual,Completada
11793,12/3/2025,Tablet,Computo,3,204.5657071,613.7,Individual,Completada
11794,3/24/2025,Dock USB,Accesorios,3,126.9043423,380.71,Empresa,Completada
11795,6/11/2025,Monitor,Pantallas,3,564.0734337,1692.22,Individual,Completada
11796,11/4/2025,Webcam,Video,2,97.19579319,194.39,PYME,Completada
11797,3/4/2025,Tablet,Computo,3,1066.657392,3199.97,Individual,Completada
11798,6/26/2025,Teclado,Accesorios,1,269.1592574,269.16,Individual,Completada
11799,3/3/2025,Mouse,Accesorios,1,924.6698627,924.67,Empresa,Completada
11800,6/2/2025,SSD,Almacenamiento,3,332.9700295,998.91,Empresa,Completada
11801,3/21/2025,Laptop,Computo,1,878.8932142,878.89,PYME,Completada
11802,5/14/2025,Teclado,Accesorios,1,1091.431936,1091.43,Individual,Completada
11803,5/4/2025,Mouse,Accesorios,2,898.7714718,1797.54,Individual,Completada
11804,12/10/2025,Monitor,Pantallas,3,649.7508706,1949.25,Empresa,Completada
11805,12/20/2025,Webcam,Video,2,391.1189607,782.24,Individual,Completada
11806,1/31/2025,Webcam,Video,2,609.622872,1219.25,Individual,Completada
11807,9/21/2025,Auriculares,Audio,2,334.9431316,669.89,Empresa,Completada
11808,1/18/2025,Laptop,Computo,2,1120.816881,2241.63,PYME,Completada
11809,1/16/2025,Monitor,Pantallas,3,71.46761353,214.4,Individual,Completada
11810,2/7/2025,Monitor,Pantallas,1,1327.952388,1327.95,Individual,Completada
11811,12/23/2025,SSD,Almacenamiento,2,177.9984466,356,Individual,Completada
11812,12/11/2025,SSD,Almacenamiento,2,125.2139696,250.43,Empresa,Completada
11813,3/5/2025,Auriculares,Audio,3,229.6905946,689.07,Individual,Completada
11814,3/14/2025,Laptop,Computo,3,1167.130778,3501.39,Individual,Completada
11815,3/9/2025,Laptop,Computo,2,1117.834491,2235.67,Individual,Completada
11816,7/6/2025,Laptop,Computo,1,436.2130423,436.21,Individual,Completada
11817,7/20/2025,Monitor,Pantallas,2,455.2651098,910.53,PYME,Completada
11818,3/7/2025,Teclado,Accesorios,2,311.0955192,622.19,Individual,Completada
11819,10/3/2025,Tablet,Computo,1,155.2482318,155.25,Individual,Completada
11820,4/18/2025,Laptop,Computo,2,935.1540888,1870.31,Empresa,Completada
11821,12/10/2025,Teclado,Accesorios,1,258.8643981,258.86,Individual,Completada
11822,9/10/2025,SSD,Almacenamiento,3,637.608627,1912.83,Empresa,Completada
11823,6/12/2025,Teclado,Accesorios,2,643.9002553,1287.8,PYME,Completada
11824,10/23/2025,Teclado,Accesorios,2,388.4948699,776.99,PYME,Completada
11825,10/14/2025,Teclado,Accesorios,3,1421.464348,4264.39,PYME,Completada
11826,4/20/2025,Router,Red,3,379.0833766,1137.25,Individual,Completada
11827,5/3/2025,Dock USB,Accesorios,2,808.4429605,1616.89,Individual,Completada
11828,12/4/2025,Dock USB,Accesorios,3,386.8830486,1160.65,PYME,Completada
11829,3/25/2025,SSD,Almacenamiento,3,350.3211665,1050.96,Individual,Completada
11830,1/17/2025,Auriculares,Audio,1,1035.996237,1036,Individual,Completada
11831,6/8/2025,Laptop,Computo,2,995.4508604,1990.9,Individual,Cancelada
11832,9/29/2025,Laptop,Computo,1,373.7143666,373.71,PYME,Completada
11833,9/28/2025,Auriculares,Audio,3,338.9991992,1017,Individual,Completada
11834,11/27/2025,Monitor,Pantallas,1,1058.640067,1058.64,Empresa,Completada
11835,7/15/2025,Router,Red,1,218.7860296,218.79,PYME,Completada
11836,2/22/2025,Mouse,Accesorios,3,1484.528647,4453.59,Individual,Completada
11837,8/2/2025,Webcam,Video,1,639.1917742,639.19,Individual,Completada
11838,10/15/2025,SSD,Almacenamiento,1,1210.507822,1210.51,Individual,Completada
11839,2/3/2025,Mouse,Accesorios,3,1322.04748,3966.14,Individual,Completada
11840,3/9/2025,Mouse,Accesorios,1,215.1211281,215.12,PYME,Completada
11841,1/18/2025,Mouse,Accesorios,3,977.2185695,2931.66,Empresa,Completada
11842,8/6/2025,Auriculares,Audio,3,173.1655785,519.5,Individual,Completada
11843,12/9/2025,Laptop,Computo,2,662.3582465,1324.72,,Completada
11844,9/7/2025,SSD,Almacenamiento,2,154.9737572,309.95,PYME,Completada
11845,12/24/2025,Teclado,Accesorios,3,1247.754352,3743.26,Individual,Completada
11846,2/14/2025,Webcam,Video,1,1015.298403,1015.3,Individual,Completada
11847,12/4/2025,Dock USB,Accesorios,3,359.1243547,1077.37,Empresa,Completada
11848,10/3/2025,Dock USB,Accesorios,3,334.1996708,1002.6,Empresa,Completada
11849,4/20/2025,Mouse,Accesorios,2,941.0598994,1882.12,Individual,Completada
11850,12/6/2025,Mouse,Accesorios,1,999.0695523,999.07,Empresa,Completada
11851,4/5/2025,Auriculares,Audio,1,1122.845888,1122.85,Individual,Completada
11852,12/11/2025,Teclado,Accesorios,1,1215.851694,1215.85,Individual,Completada
11853,12/24/2025,Monitor,Pantallas,2,570.7000554,1141.4,PYME,Completada
11854,10/15/2025,Dock USB,Accesorios,3,1409.358887,4228.08,PYME,Completada
11855,7/8/2025,Router,Red,3,67.99334451,203.98,Individual,Completada
11856,2/27/2025,Auriculares,Audio,2,916.8618844,1833.72,Empresa,Completada
11857,7/4/2025,Mouse,Accesorios,3,1184.587937,3553.76,,Completada
11858,5/26/2025,Tablet,Computo,2,1052.913023,2105.83,Empresa,Completada
11859,10/8/2025,Tablet,Computo,3,962.8048885,2888.41,Empresa,Completada
11860,10/3/2025,Webcam,Video,1,1161.226577,1161.23,Individual,Completada
11861,12/1/2025,Dock USB,Accesorios,2,1406.581673,2813.16,PYME,Completada
11862,1/23/2025,Tablet,Computo,1,877.9012735,877.9,Individual,Completada
11863,10/5/2025,Dock USB,Accesorios,3,1199.833134,3599.5,Individual,Completada
11864,12/2/2025,Laptop,Computo,3,929.4598018,2788.38,Individual,Cancelada
11865,10/25/2025,Webcam,Video,1,204.985646,204.99,Empresa,Completada
11866,3/28/2025,Auriculares,Audio,3,1114.66463,3343.99,Individual,Completada
11867,2/3/2025,Auriculares,Audio,1,1201.597256,1201.6,Individual,Completada
11868,1/9/2025,Monitor,Pantallas,2,1039.663426,2079.33,PYME,Completada
11869,8/22/2025,Tablet,Computo,3,71.17605662,213.53,Individual,Completada
11870,8/19/2025,Laptop,Computo,1,1416.130726,1416.13,PYME,Completada
11871,12/14/2025,Mouse,Accesorios,1,997.1947344,997.19,Individual,Completada
11872,6/21/2025,Router,Red,1,331.1252703,331.13,Empresa,Completada
11873,5/21/2025,Mouse,Accesorios,1,1417.488518,1417.49,Empresa,Completada
11874,8/10/2025,Webcam,Video,2,1148.769886,2297.54,Individual,Completada
11875,10/30/2025,Monitor,Pantallas,3,635.5642116,1906.69,Individual,Completada
11876,12/20/2025,Monitor,Pantallas,2,770.8145492,1541.63,Empresa,Completada
11877,9/29/2025,Webcam,Video,2,270.9366801,541.87,Empresa,Completada
11878,6/13/2025,Auriculares,Audio,1,447.4537067,447.45,Individual,Completada
11879,9/14/2025,Laptop,Computo,2,277.9375752,555.88,Individual,Completada
11880,11/25/2025,Webcam,Video,3,716.2491349,2148.75,PYME,Completada
11881,6/21/2025,Teclado,Accesorios,3,515.3133948,1545.94,Individual,Completada
11882,3/25/2025,Laptop,Computo,2,740.4159605,1480.83,Individual,Completada
11883,3/24/2025,Router,Red,2,691.1605025,1382.32,Individual,Completada
11884,1/7/2025,Auriculares,Audio,1,1405.694507,1405.69,Empresa,Completada
11885,9/5/2025,Router,Red,2,176.1596304,352.32,Empresa,Completada
11886,2/2/2025,Monitor,Pantallas,1,618.3024668,618.3,Individual,Completada
11887,3/28/2025,SSD,Almacenamiento,2,1060.104269,2120.21,Individual,Completada
11888,4/1/2025,Monitor,Pantallas,3,987.9442521,2963.83,Individual,Completada
11889,7/3/2025,Auriculares,Audio,1,1014.889866,1014.89,PYME,Completada
11890,6/14/2025,Dock USB,Accesorios,2,467.9091159,935.82,Individual,Completada
11891,9/5/2025,Dock USB,Accesorios,2,271.9578883,543.92,PYME,Completada
11892,1/7/2025,Webcam,Video,2,1030.800683,2061.6,,Completada
11893,2/25/2025,Mouse,Accesorios,2,1108.593646,2217.19,Individual,Completada
11894,6/16/2025,Laptop,Computo,3,372.0699414,1116.21,Individual,Completada
11895,5/8/2025,Auriculares,Audio,3,1126.946926,3380.84,PYME,Completada
11896,4/24/2025,Tablet,Computo,2,52.43053174,104.86,Individual,Completada
11897,2/11/2025,SSD,Almacenamiento,3,972.2974174,2916.89,Individual,Completada
11898,12/14/2025,Teclado,Accesorios,3,1115.908456,3347.73,Individual,Completada
11899,9/14/2025,Dock USB,Accesorios,3,1050.933208,3152.8,PYME,Completada
11900,2/28/2025,Laptop,Computo,2,663.3828925,1326.77,Individual,Completada
11901,2/7/2025,Webcam,Video,3,1125.083987,3375.25,PYME,Completada
11902,12/6/2025,Teclado,Accesorios,2,536.6684175,1073.34,Individual,Completada
11903,9/7/2025,Mouse,Accesorios,1,816.2140392,816.21,PYME,Completada
11904,6/15/2025,Mouse,Accesorios,3,837.9398287,2513.82,PYME,Completada
11905,9/21/2025,Router,Red,2,356.0937275,712.19,,Completada
11906,10/11/2025,Teclado,Accesorios,1,57.38074301,57.38,PYME,Completada
11907,10/9/2025,Router,Red,1,186.989587,186.99,PYME,Completada
11908,6/26/2025,Laptop,Computo,2,146.8208913,293.64,PYME,Completada
11909,6/13/2025,Mouse,Accesorios,2,902.7115421,1805.42,PYME,Completada
11910,1/3/2025,SSD,Almacenamiento,2,925.8552127,1851.71,PYME,Completada
11911,12/1/2025,Webcam,Video,3,480.9322823,1442.8,Individual,Completada
11912,8/2/2025,Router,Red,2,497.4831969,994.97,Individual,Completada
11913,3/17/2025,Auriculares,Audio,2,225.4819967,450.96,,Completada
11914,12/20/2025,Router,Red,1,1289.818501,1289.82,PYME,Completada
11915,12/20/2025,Auriculares,Audio,1,771.3841416,771.38,PYME,Completada
11916,12/8/2025,Webcam,Video,1,728.152665,728.15,Individual,Completada
11917,11/8/2025,SSD,Almacenamiento,1,723.3778202,723.38,Individual,Completada
11918,12/11/2025,Laptop,Computo,1,232.5862831,232.59,PYME,Completada
11919,3/4/2025,Webcam,Video,3,300.2332461,900.7,Individual,Completada
11920,11/19/2025,Tablet,Computo,3,1490.219183,4470.66,Empresa,Completada
11921,11/9/2025,Mouse,Accesorios,3,1269.166463,3807.5,,Completada
11922,3/12/2025,Mouse,Accesorios,2,1199.969862,2399.94,Individual,Completada
11923,2/3/2025,Webcam,Video,2,713.6094678,1427.22,Individual,Completada
11924,12/24/2025,Auriculares,Audio,3,974.712209,2924.14,Individual,Completada
11925,4/16/2025,Teclado,Accesorios,1,1071.478626,1071.48,PYME,Completada
11926,11/11/2025,Mouse,Accesorios,2,606.858951,1213.72,Individual,Completada
11927,1/9/2025,Webcam,Video,2,85.63665778,171.27,PYME,Completada
11928,1/28/2025,Auriculares,Audio,2,467.2166888,934.43,PYME,Completada
11929,6/5/2025,Webcam,Video,1,649.1143216,649.11,Empresa,Completada
11930,3/11/2025,Laptop,Computo,1,682.1528384,682.15,Individual,Completada
11931,9/1/2025,Monitor,Pantallas,2,512.0647554,1024.13,Individual,Completada
11932,7/10/2025,Webcam,Video,2,767.8886359,1535.78,Empresa,Completada
11933,2/5/2025,Router,Red,3,318.7046378,956.11,,Completada
11934,3/6/2025,Webcam,Video,1,629.6188113,629.62,PYME,Completada
11935,6/28/2025,Mouse,Accesorios,2,381.5776968,763.16,PYME,Completada
11936,3/27/2025,Tablet,Computo,2,405.5579532,811.12,PYME,Completada
11937,10/3/2025,Dock USB,Accesorios,3,550.6567258,1651.97,Empresa,Completada
11938,6/5/2025,Tablet,Computo,2,90.16102252,180.32,Individual,Completada
11939,2/28/2025,Mouse,Accesorios,3,1448.630514,4345.89,Individual,Completada
11940,6/26/2025,Tablet,Computo,3,338.4424065,1015.33,Empresa,Completada
11941,2/15/2025,Dock USB,Accesorios,1,886.5170473,886.52,Individual,Completada
11942,2/23/2025,Router,Red,1,1048.998281,1049,Empresa,Completada
11943,3/27/2025,Dock USB,Accesorios,1,1114.438997,1114.44,Individual,Completada
11944,11/11/2025,Auriculares,Audio,3,59.37928986,178.14,Individual,Completada
11945,12/3/2025,SSD,Almacenamiento,3,502.4654355,1507.4,Individual,Completada
11946,10/30/2025,Monitor,Pantallas,1,1127.021737,1127.02,PYME,Completada
11947,5/25/2025,Monitor,Pantallas,1,518.1706894,518.17,Individual,Completada
11948,4/21/2025,Auriculares,Audio,2,978.0841988,1956.17,Empresa,Completada
11949,7/10/2025,Mouse,Accesorios,2,1431.073556,2862.15,PYME,Completada
11950,9/25/2025,Tablet,Computo,3,961.9404096,2885.82,Individual,Completada
11951,12/17/2025,Laptop,Computo,3,1303.840627,3911.52,Individual,Completada
11952,3/19/2025,Mouse,Accesorios,1,148.6729604,148.67,Empresa,Completada
11953,1/1/2025,Auriculares,Audio,1,241.2999803,241.3,Empresa,Completada
11954,9/13/2025,Router,Red,2,1073.29806,2146.6,Individual,Completada
11955,11/17/2025,Monitor,Pantallas,3,1235.407997,3706.22,Individual,Completada
11956,11/24/2025,SSD,Almacenamiento,1,1326.666422,1326.67,Individual,Completada
11957,9/12/2025,Teclado,Accesorios,3,948.9973643,2846.99,Individual,Completada
11958,12/3/2025,Auriculares,Audio,1,1394.3897,1394.39,,Completada
11959,7/13/2025,Teclado,Accesorios,1,785.858002,785.86,PYME,Completada
11960,12/18/2025,Mouse,Accesorios,3,1184.665466,3554,Individual,Completada
11961,12/15/2025,Auriculares,Audio,1,844.7343606,844.73,Empresa,Completada
11962,11/13/2025,Monitor,Pantallas,2,1283.468672,2566.94,PYME,Completada
11963,4/11/2025,Teclado,Accesorios,1,708.3392184,708.34,Individual,Completada
11964,3/5/2025,Mouse,Accesorios,1,1261.5559,1261.56,Empresa,Completada
11965,7/19/2025,Laptop,Computo,2,649.2371039,1298.47,Individual,Completada
11966,6/7/2025,Router,Red,2,1025.697712,2051.4,PYME,Completada
11967,11/17/2025,Teclado,Accesorios,1,730.4884497,730.49,Individual,Completada
11968,2/28/2025,Tablet,Computo,2,1207.574491,2415.15,PYME,Completada
11969,4/9/2025,Dock USB,Accesorios,1,928.519263,928.52,,Completada
11970,10/11/2025,Webcam,Video,1,486.631323,486.63,Individual,Completada
11971,2/6/2025,Router,Red,1,531.699088,531.7,Individual,Completada
11972,5/23/2025,Tablet,Computo,3,416.1092331,1248.33,PYME,Completada
11973,6/18/2025,Laptop,Computo,3,1424.655585,4273.97,PYME,Completada
11974,8/3/2025,Router,Red,1,127.1745601,127.17,Individual,Completada
11975,3/5/2025,Teclado,Accesorios,3,59.99621088,179.99,Individual,Completada
11976,11/22/2025,Mouse,Accesorios,1,730.5793111,730.58,Empresa,Completada
11977,6/1/2025,Monitor,Pantallas,3,355.0654727,1065.2,Individual,Completada
11978,12/2/2025,Auriculares,Audio,3,101.483621,304.45,PYME,Completada
